id,smiles,cyp3a4
ID_4295,Fc1ccc(C[C@]2(N(C[C@@H]3Cc4[n](Cc5ccc(OC(F)(F)F)cc5)c(cc4[C@H]23)C(=O)N2CCCC2)C(=O)c2ccccc2)C(=O)OC)cc1,1
ID_4385,COC(=O)[C@]1(Cc2ccccc2)N(C[C@@H]2Cc3[n](Cc4[n]cccc4)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_4348,O=C(OC)[C@]1(Cc2ccc(OC)cc2)N(C[C@@H]2Cc3[n](Cc4[n]cccc4)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_4298,Fc1ccc(C[C@]2(N(C[C@@H]3Cc4[n](Cc5[n]cccc5)c(cc4[C@H]23)C(=O)N2CCCC2)C(=O)c2ccccc2)C(=O)OC)cc1,1
ID_4291,Fc1ccc(C[C@]2(N(C[C@@H]3Cc4[n](Cc5c[n]c(C(F)(F)F)cc5)c(cc4[C@H]23)C(=O)N2CCCC2)C(=O)c2ccccc2)C(=O)OC)cc1,1
ID_4342,O=C(OC)[C@]1(Cc2ccc(OC)cc2)N(C[C@@H]2Cc3[n](Cc4c[n]c(C(F)(F)F)cc4)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_4378,COC(=O)[C@]1(Cc2ccccc2)N(C[C@@H]2Cc3[n](Cc4c[n]c(C(F)(F)F)cc4)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_4344,Cc1oc(C[n]2c(cc3[C@H]4[C@@H](Cc23)CN([C@@]4(Cc2ccc(OC)cc2)C(=O)OC)C(=O)c2ccccc2)C(=O)N2CCCC2)cc1,1
ID_4379,Cc1oc(C[n]2c(cc3[C@H]4[C@@H](Cc23)CN([C@@]4(Cc2ccccc2)C(=O)OC)C(=O)c2ccccc2)C(=O)N2CCCC2)cc1,1
ID_4293,Fc1ccc(C[C@]2(N(C[C@@H]3Cc4[n](Cc5oc(C)cc5)c(cc4[C@H]23)C(=O)N2CCCC2)C(=O)c2ccccc2)C(=O)OC)cc1,1
ID_4349,Brc1sccc1C[n]1c(cc2[C@H]3[C@@H](Cc12)CN([C@@]3(Cc1ccc(OC)cc1)C(=O)OC)C(=O)c1ccccc1)C(=O)N1CCCC1,1
ID_4386,Brc1sccc1C[n]1c(cc2[C@H]3[C@@H](Cc12)CN([C@@]3(Cc1ccccc1)C(=O)OC)C(=O)c1ccccc1)C(=O)N1CCCC1,1
ID_4387,COC(=O)[C@]1(Cc2ccccc2)N(C[C@@H]2Cc3[n](Cc4[n]c5c([nH]4)cccc5)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_4350,O=C(OC)[C@]1(Cc2ccc(OC)cc2)N(C[C@@H]2Cc3[n](Cc4[n]c5c([nH]4)cccc5)c(cc3[C@H]12)C(=O)N1CCCC1)C(=O)c1ccccc1,1
ID_1474,O=C(N1CC(OC(C1)C)C)c1sc2c(c1)CCC2,0
ID_8055,O=C(N1CCC2(OCCO2)CC1)c1oc2[n]c3cc(C)ccc3cc2c1,0
ID_11187,O=C(N1CCC2(OCCO2)CC1)c1oc2[n]c3cc(Cl)ccc3cc2c1,0
ID_8056,O=C(N1CCCCC1C)c1oc2[n]c3cc(ccc3cc2c1)C,1
ID_1186,O=C(N1CCc2c(C1)cccc2)c1sc2[n]c3c(cc(cc3)C(C)C)cc2c1N,0
ID_7336,O=C([n]1[n]c(cc1C)C)c1oc(=O)c2c(c1)cccc2,0
ID_2931,CCOc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)c2oc3c(c2C)cccc3)cc1,1
ID_3177,CCc1ccc(CN(C2CCS(=O)(=O)C2)C(=O)c2cc3c(oc2=O)cccc3)cc1,1
ID_11353,O=C(N(Cc1ccccc1)C1CCS(=O)(=O)C1)c1sc2c(c1Cl)cccc2,1
ID_11354,O=C(N1CCN(c2ccc(F)cc2)CC1)c1sc2c(c1Cl)cccc2,1
ID_8590,O=C(c1c(N)[n](c(=O)[n](c1=O)C)C)c1sc2c(c1)c(C)[n][n]2c1ccc(Cl)cc1,0
ID_2517,CCOC(=O)C1CCCN(C1)C(=O)c1cc2[n]c(cc([n]2[n]1)C(F)(F)F)c1ccc2c(c1)OCO2,1
ID_5048,O=C(N1CCCCC1)c1cc2[n]c(cc([n]2[n]1)C(F)(F)F)c1ccc(OC)cc1,1
ID_11188,O=C(N1CCc2c(C1)cccc2)c1cc2[n]c(cc([n]2[n]1)C(F)(F)F)c1occc1,0
ID_11260,Clc1c([n][n]2ccc[n]c12)C(=O)N1CCN(C(=O)c2occc2)CC1,0
ID_11189,O=C(N1CCN(c2sc3c([n]2)cccc3)CC1)c1cc2sccc2[n]1Cc1ccccc1,1
ID_2692,CCOC(=O)c1[n](C)c(c(c1C)C(=O)N1CCCCCC1)C,1
ID_2693,CCOC(=O)c1[n](C)c(c(c1C)C(=O)N1CCN(C(=O)c2occc2)CC1)C,0
ID_2671,CCOC(=O)c1[nH]c(c(c1C)C(=O)N1CCc2c1cccc2)C,1
ID_4427,COC(=O)c1c(C(=O)c2c(Cc3ccccc3)cccc2)c([nH]c1C)C,1
ID_8460,O=C(c1ccc(c2c(cc(c3[n]c(o[n]3)C)cc2)C)cc1)N1CCc2c1cc1c(OCC13CCN(C)CC3)c2,0
ID_11190,O=C(N1C[C@H]2C[C@@H](C[n]3c2cccc3=O)C1)c1ccc(c2[n][n]c(Nc3ccccc3)c3c2cccc3)cc1,1
ID_8238,O=C(N1C[C@H]2C[C@@H](C[n]3c2cccc3=O)C1)c1ccc(c2[n][n]c(Nc3cc(C)ccc3)c3c2cccc3)cc1,0
ID_3799,O=C(N1CCN(C)CC1)c1ccc([n]2cccc2)cc1,0
ID_9496,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccc([n]3[n][n][n]c3)cc2)CC1,0
ID_4232,COC(=O)[C@H]1N([C@@H]([C@@H](C)CC1)c1ccc(C)cc1)C(=O)c1ccc(/C=N\OC[C@H]([C@H](OCc2ccccc2)C(C)C)C)cc1,1
ID_4231,COC(=O)[C@H]1N([C@@H]([C@@H](C)CC1)c1ccc(C)cc1)C(=O)c1ccc(/C=N\OCC[C@H]2O[C@@H](COC(=O)C)[C@@H](OC(=O)C)C=C2)cc1,0
ID_4233,C[C@H](O/N=C\c1ccc(C(=O)N2[C@H](C(=O)OC)CC[C@@H]([C@H]2c2ccc(C)cc2)C)cc1)c1cc([n]o1)c1c(cc(C)cc1C)C,0
ID_4234,COC(=O)[C@H]1N([C@@H]([C@@H](C)CC1)c1ccc(C)cc1)C(=O)c1ccc(/C=N\O[C@@H]2O[C@H](COC(=O)C)[C@@H]([C@@H]([C@H]2OC(=O)C)OC(=O)C)OC(=O)C)cc1,0
ID_7227,O=C(N1CCCCC1)c1c(cc(=O)oc1C)C,0
ID_1297,O=C(N1CCCC(C1)(C)C)c1cc(Br)c(=O)oc1,0
ID_7228,O=C(c1c(cc(=O)oc1C)C)N1CCCc2c1cccc2,0
ID_7713,O=C(N1CCC(Cc2ccccc2)CC1)c1ccc(CNS(=O)(=O)c2cc(C)ccc2C)cc1,1
ID_11193,O=C(N1CCCC1)c1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1,0
ID_5853,O=C(N1CCN(c2[n]cccc2)CC1)c1ccc(CNS(=O)(=O)c2ccc(OC)cc2)cc1,1
ID_1182,O=C(N1CCN(c2[n]cccc2)CC1)c1ccc(COc2ccc(C(C)C)cc2)cc1,0
ID_3800,O=C(N1CCN(C)CC1)c1oc(COc2ccc(C(C)(C)C)cc2)cc1,0
ID_11194,O=C([n]1[n]ccc1)c1oc(COc2ccc(F)cc2)cc1,0
ID_11202,O=C(N(Cc1ccccc1)c1[n]cccc1)c1cc(c(N2CCCCC2)cc1)N(=O)=O,1
ID_5611,O=C(N1CCN(c2ccc(OC)cc2)CC1)c1cc(c(OCc2c([n]oc2C)C)cc1)OC,1
ID_8049,O=C(c1ccc(S(=O)(=O)N2CCC([n]3[n][n]c4cc(ccc34)C)CC2)cc1)N1C(CCCC1C)C,1
ID_11203,O=C(N1CCC(CN2C(=O)c3c4c(ccc3)cccc4C2=O)CC1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,0
ID_534,CC(=O)Nc1cc(C(=O)N2CCCC2)ccc1S(=O)(=O)c1ccc(C)cc1,1
ID_6460,O=C(N1CCN(C)CC1)c1cc2[nH]c(=S)[n](Cc3c(OC)cccc3)c(=O)c2cc1,0
ID_9313,N#CCSc1[n]c2cc(C(=O)N3CCCC3)ccc2c(=O)[n]1Cc1ccccc1,1
ID_11205,O=C(N1CCN(c2ccccc2)CC1)c1cc2[nH]c(=S)[n](Cc3occc3)c(=O)c2cc1,1
ID_3801,O=C(N1CCN(C)CC1)c1ccc2c(c1)[n]c1CCCCC[n]1c2=O,0
ID_11206,O=C(N1CCOCC1)c1ccc2c(c1)C(=O)N(Cc1occc1)C2=O,0
ID_11207,O=C(N1CCOCC1)c1cc2N(Cc3ccccc3)C(=O)CSc2cc1,0
ID_11208,O=C(N1CCCCC1)c1ccc2c(c1)OCO2,1
ID_7148,O=C(c1ccc2c(c1)cccc2)c1c2c3[n]([C@H](CN4CCOCC4)COc3ccc2)c1C,1
ID_3377,O=C(c1ccc2c(c1)cccc2)c1sc(/N=C/N(C)C)[n]c1,0
ID_7561,O=C(c1c[n][n](c1)c1ccc(C)cc1)c1c(O)c2c(cc1)cccc2,0
ID_11209,O=C(N1CCN(c2[n]ccc[n]2)CC1)c1ccc2c(c1)[n]c(c([n]2)c1occc1)c1occc1,1
ID_11210,O=C(N1CCOCC1)c1c[n]2c([n]c3c(cc(Cl)cc3)c2=O)cc1,0
ID_9097,O=C(N1CCC2(CCN(c3cc(c4ccccc4)ccc3)CC2)CC1)c1ccc[n]1C,0
ID_9098,O=C(N1CCC2(CCN(c3[n]cccc3)CC2)CC1)c1ccc[n]1C,0
ID_9099,O=C(N1CCC2(CCN(c3cc[n]cc3)CC2)CC1)c1ccc[n]1C,0
ID_9103,O=C(N1CCC2(CN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)CC1)c1ccc[n]1C,0
ID_1054,C[n]1cccc1C(=O)N1CCC2(CN(C(=O)NC(C)C)C2)CC1,0
ID_9107,O=C(N1CCC2(CN(Cc3scc[n]3)CCC2)CC1)c1ccc[n]1C,1
ID_9108,O=C(N1CCC2(CN(c3ccc(c4ccccc4)cc3)CCC2)CC1)c1ccc[n]1C,1
ID_9110,O=C(N1CCC2(CN(c3[n]ccc[n]3)CCC2)CC1)c1ccc[n]1C,0
ID_3775,O=C(N1CCC2(CN(CCC2)C)CC1)c1ccc[n]1C,0
ID_9114,O=C(N1CCC2(CC1)CCN(Cc1ccccc1)CC2)c1ccc[n]1C,0
ID_6382,O=C(N1CCC2(CC1)CCN(Cc1c(OC)cccc1)CC2)c1ccc[n]1C,0
ID_9113,N#Cc1ccc(CN2CCC3(CCN(C(=O)c4ccc[n]4C)CC3)CC2)cc1,0
ID_966,O=C(N1CCC2(CC1)CCN(CC(C)C)CC2)c1ccc[n]1C,0
ID_1057,C[n]1cccc1C(=O)N1CCC2(CCN(C(=O)NC(C)C)CC2)CC1,0
ID_9116,O=C(N1CCC[C@@]2(CCN(C2)C(c2ccccc2)c2ccccc2)C1)c1ccc[n]1C,1
ID_9117,O=C(N1CCC[C@@]2(CCN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)C1)c1ccc[n]1C,1
ID_9118,N#Cc1ccc(CN2CC[C@@]3(CCCN(C3)C(=O)c3ccc[n]3C)C2)cc1,1
ID_6399,O=C(N1CCC[C@@]2(CCN(Cc3c(OC)cccc3)C2)C1)c1ccc[n]1C,1
ID_9119,O=C(N1CCC[C@@]2(CCN(Cc3scc[n]3)C2)C1)c1ccc[n]1C,1
ID_9120,O=C(N1CCC[C@@]2(CCN(C2)c2cc(c3ccccc3)ccc2)C1)c1ccc[n]1C,1
ID_9121,O=C(N1CCC[C@@]2(CCN(C2)c2ccccc2)C1)c1ccc[n]1C,1
ID_9122,O=C(N1CCC[C@@]2(CCN(C2)c2cc[n]cc2)C1)c1ccc[n]1C,1
ID_1070,C[n]1cccc1C(=O)N1CCC[C@@]2(CCN(C2)C(=O)NC(C)C)C1,0
ID_681,CC(=O)c1c(c([nH]c1C)C(=O)N1CCc2c(C1)cccc2)C,1
ID_2632,CCOC(=O)N1CCN(C(=O)c2cc(S(=O)(=O)N3CCOCC3)c(Cl)cc2)CC1,0
ID_5284,O=C(N1CCCCC1)c1cc(c(OC)cc1)S(=O)(=O)Nc1ccccc1,1
ID_7868,O=C(N1CCc2c(C1)cccc2)c1cc(S(=O)(=O)Nc2ccc(C)cc2)c(Cl)cc1,1
ID_2132,CCC[n]1c(C)c(c2c1cccc2)C(=O)c1cccc2c1cccc2,0
ID_6673,O=C(c1cccc2c1cccc2)c1c2c3[n]([C@H](CN4CCOCC4)COc3ccc2)c1C,1
ID_3797,Fc1ccc(C(=O)C([n]2ccccc2=O)C(=O)N2CCN(C)CC2)cc1,0
ID_8491,O=C(C(Sc1[nH]c(C)[n][n]1)c1ccccc1)c1ccccc1,1
ID_7606,O=C(c1ccc(C)cc1)C1C(=O)c2c(C1=O)cccc2,0
ID_1412,O=C(c1ccc(Cl)cc1)C1C(=NN(c2ccccc2)C1=O)C,0
ID_5662,Fc1ccc(C(=O)C2CCN(C(=O)Nc3ccc(OC)cc3)CC2)cc1,0
ID_11200,O=C(C1CCN(C(=S)Nc2ccccc2)CC1)c1ccc(F)cc1,1
ID_1272,O=C(C1CCN(CCN2c3c(C(C2=O)(C)C)cccc3)CC1)c1ccc(F)cc1,1
ID_11201,O=C(C1CCN(CC[n]2c(=O)c3c([nH]c2=S)cccc3)CC1)c1ccc(F)cc1,1
ID_1988,CCCNC(=O)N1CCC(C(=O)c2ccc(F)cc2)CC1,0
ID_1989,CCCNC(=O)N1CCC(C(=O)c2cc(F)ccc2)CC1,0
ID_6473,O=C(N(CCN1CCN(c2c(OC)cccc2)CC1)c1[n]cccc1)c1ccc(F)cc1,1
ID_6114,O=C(N(Cc1ccccc1)Cc1cc2c([nH]c1=O)cc1c(c2)OCCO1)c1cc(OC)ccc1,1
ID_8259,O=C(N(Cc1ccccc1)Cc1cc2cccc(C)c2[n]c1Cl)c1cc(F)ccc1,1
ID_11229,O=C(N(Cc1occc1)C1CCS(=O)(=O)C1)c1ccccc1,0
ID_11211,O=C(c1cc(F)ccc1)N1C2CC(C1(C(F)(F)F)C(F)(F)F)C=C2,1
ID_7624,O=C(c1ccc(C)cc1)N1C2CC(C1(C(F)(F)F)C(F)(F)F)C=C2,1
ID_2095,OCC[n]1c(CCC)cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c12,1
ID_2096,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c2[n]1CCc1ccc(Cl)cc1,1
ID_2097,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c2[n]1Cc1cc(cc(c1)F)F,1
ID_2098,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(c2[n]1Cc1ccc(C)cc1)C,1
ID_2100,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c2[n]1Cc1cc(Cl)ccc1,1
ID_2099,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c2[n]1Cc1ccc(OC)cc1,1
ID_2101,CCCc1cc2C3C(CN(C(=O)c4ccccc4)C3(C)C(=O)OC)C(C)c2[n]1Cc1occc1,1
ID_1394,O=C(c1ccccc1)N1c2ccc(cc2C(=CC1(C)C)C)C,1
ID_1477,O=C(N1CCC(N2CC(OC(C2)C)C)CC1)c1cc(Cl)ccc1,0
ID_6116,O=C(c1cccc(c1)OC)N1N=C(CC1(O)C(F)(F)F)c1cccc(c1)OC,1
ID_6462,O=C(N1CCC(c2[nH]c(=O)c3[n][n][n](Cc4c(OC)cccc4)c3[n]2)CC1)c1ccc(F)cc1,1
ID_6461,O=C(N1CCC(c2[nH]c(=O)c3[n][n][n](Cc4c(OC)cccc4)c3[n]2)CC1)c1ccc(C)cc1,1
ID_9514,NC(=O)CNC(=O)[C@H]1N(CC2(ON=C(c3ccccc3)C2)C1)C(=O)c1ccc(Br)cc1,0
ID_9513,NC(=O)CNC(=O)[C@H]1N(CC2(ON=C(c3cc(N(=O)=O)ccc3)C2)C1)C(=O)c1ccccc1,0
ID_5253,NC(=O)CNC(=O)[C@H]1N(CC2(ON=C(c3cc(N(=O)=O)ccc3)C2)C1)C(=O)c1ccc(OC)cc1,0
ID_5254,O=C(N1CCC2(CCN(c3cc(c4ccccc4)ccc3)CC2)CC1)c1ccc(OC)cc1,0
ID_11170,O=C(N1CCC2(CCN(c3[n]cccc3)CC2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_5255,O=C(N1CCC2(CCN(c3[n]cccc3)CC2)CC1)c1ccc(OC)cc1,0
ID_11171,O=C(N1CCC2(CCN(c3[n]ccc[n]3)CC2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_6376,O=C(N1CCC2(CN(Cc3c(OC)cccc3)C2)CC1)c1cc(F)ccc1,0
ID_11212,O=C(N1CCC2(CN(Cc3ccccc3)C2)CC1)c1cc(F)ccc1,0
ID_9357,N#Cc1ccc(CN2CC3(C2)CCN(C(=O)c2cc(cc(c2)C(F)(F)F)C(F)(F)F)CC3)cc1,0
ID_6375,O=C(N1CCC2(CN(Cc3c(OC)cccc3)C2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_5260,O=C(N1CCC2(CN(c3ccc(c4ccccc4)cc3)C2)CC1)c1ccc(OC)cc1,0
ID_5262,O=C(N1CCC2(CN(c3ccccc3)C2)CC1)c1ccc(OC)cc1,0
ID_11173,O=C(N1CCC2(CN(c3[n]cccc3)C2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_11174,O=C(N1CCC2(CN(c3cc[n]cc3)C2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_11213,O=C(N1CCC2(CN(c3cc[n]cc3)C2)CC1)c1cc(F)ccc1,0
ID_11175,O=C(N1CCC2(CN(c3[n]ccc[n]3)C2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_5263,O=C(N1CCC2(CN(c3[n]ccc[n]3)C2)CC1)c1ccc(OC)cc1,0
ID_5259,O=C(N1CCC2(CN(CC(C)C)C2)CC1)c1ccc(OC)cc1,0
ID_5256,COc1ccc(C(=O)N2CCC3(CN(C(=O)NC(C)C)C3)CC2)cc1,0
ID_1053,O=C(N1CCC2(CN(C(=O)NC(C)C)C2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_957,O=C(N1CCC2(CN(CC(C)C)C2)CC1)c1cc(F)ccc1,0
ID_11214,O=C(c1cc(F)ccc1)N1CCC2(CN(C(c3ccccc3)c3ccccc3)CCC2)CC1,0
ID_5266,O=C(N1CCC2(CN(C(c3ccccc3)c3ccccc3)CCC2)CC1)c1ccc(OC)cc1,1
ID_5269,N#Cc1ccc(CN2CC3(CCC2)CCN(C(=O)c2ccc(OC)cc2)CC3)cc1,1
ID_11215,O=C(N1CCC2(CN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)CCC2)CC1)c1cc(F)ccc1,1
ID_11216,O=C(N1CCC2(CN(Cc3ccccc3)CCC2)CC1)c1cc(F)ccc1,0
ID_11217,O=C(N1CCC2(CN(Cc3scc[n]3)CCC2)CC1)c1cc(F)ccc1,1
ID_11176,O=C(N1CCC2(CN(Cc3scc[n]3)CCC2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_5271,O=C(N1CCC2(CN(c3ccc(c4ccccc4)cc3)CCC2)CC1)c1ccc(OC)cc1,1
ID_5272,O=C(N1CCC2(CN(c3cc(c4ccccc4)ccc3)CCC2)CC1)c1ccc(OC)cc1,1
ID_5273,O=C(N1CCC2(CN(c3ccccc3)CCC2)CC1)c1ccc(OC)cc1,1
ID_11178,O=C(N1CCC2(CN(c3[n]cccc3)CCC2)CC1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_11218,O=C(N1CCC2(CN(c3cc[n]cc3)CCC2)CC1)c1cc(F)ccc1,1
ID_11219,O=C(N1CCC2(CN(c3[n]ccc[n]3)CCC2)CC1)c1cc(F)ccc1,0
ID_5267,O=C(N1CCC2(CN(C)CCC2)CC1)c1ccc(OC)cc1,0
ID_11179,O=C(N1CCC2(CC1)CCN(Cc1ccccc1)CC2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_5280,O=C(N1CCC2(CC1)CCN(Cc1ccccc1)CC2)c1ccc(OC)cc1,0
ID_9362,N#Cc1ccc(CN2CCC3(CCN(C(=O)c4cc(cc(c4)C(F)(F)F)C(F)(F)F)CC3)CC2)cc1,0
ID_5279,N#Cc1ccc(CN2CCC3(CCN(C(=O)c4ccc(OC)cc4)CC3)CC2)cc1,0
ID_5281,O=C(N1CCC2(CC1)CCN(Cc1c(OC)cccc1)CC2)c1ccc(OC)cc1,0
ID_6380,O=C(N1CCC2(CC1)CCN(Cc1c(OC)cccc1)CC2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_11220,O=C(N1CCC2(CC1)CCN(Cc1ccccc1)CC2)c1cc(F)ccc1,0
ID_6381,O=C(N1CCC2(CC1)CCN(Cc1c(OC)cccc1)CC2)c1cc(F)ccc1,0
ID_5282,O=C(N1CCC2(CC1)CCN(Cc1cc[n]cc1)CC2)c1ccc(OC)cc1,1
ID_5277,O=C(N1CCC2(CC1)CCN(C)CC2)c1ccc(OC)cc1,0
ID_964,O=C(N1CCC2(CC1)CCN(CC(C)C)CC2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_5278,O=C(N1CCC2(CC1)CCN(CC(C)C)CC2)c1ccc(OC)cc1,0
ID_3768,O=C(N1CCC2(CC1)CCN(C)CC2)c1cc(F)ccc1,0
ID_3767,O=C(N1CCC2(CC1)CCN(C)CC2)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,0
ID_965,O=C(N1CCC2(CC1)CCN(CC(C)C)CC2)c1cc(F)ccc1,0
ID_4105,Clc1ccc(C(=O)N2N=C(CC2(O)C(=O)OC)C(C)C)cc1,0
ID_5129,O=C(N1CCCC(C1)c1[n]c([n]o1)c1cc(c(cc1)OC)OC)c1ccccc1OC,1
ID_6200,O=C(N1CCCC(C1)c1[nH]c(=O)c2[n][n][n](Cc3cc(OC)ccc3)c2[n]1)c1c(Cl)cccc1,1
ID_2910,CCOc1ccc(C(=O)N2CCCC2C(=O)O)cc1,0
ID_10830,OC(=O)CCC(=O)Nc1ccc(C(=O)N2CCCCC2)cc1,0
ID_2521,CCOC(=O)C1CCN(C(=O)c2c(NC(=O)C)cccc2)CC1,0
ID_4058,O=C(c1ccc(/C=N\OC)cc1)N1[C@H](C(=O)OC)CC[C@@H]([C@H]1c1ccc(C)cc1)C,1
ID_5290,O=C(N1CCC[C@@]2(CCN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)C1)c1ccc(OC)cc1,1
ID_5291,N#Cc1ccc(CN2CC[C@@]3(CCCN(C3)C(=O)c3ccc(OC)cc3)C2)cc1,1
ID_9372,N#Cc1ccc(CN2CC[C@@]3(CCCN(C3)C(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)cc1,1
ID_5293,O=C(N1CCC[C@@]2(CCN(Cc3c(OC)cccc3)C2)C1)c1ccc(OC)cc1,1
ID_6397,O=C(N1CCC[C@@]2(CCN(Cc3c(OC)cccc3)C2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_6398,O=C(N1CCC[C@@]2(CCN(Cc3c(OC)cccc3)C2)C1)c1cc(F)ccc1,1
ID_11222,O=C(N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1)c1cc(F)ccc1,1
ID_11180,O=C(N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_9373,N#Cc1ccc(CN2CC[C@@]3(CCCN(C3)C(=O)c3cc(F)ccc3)C2)cc1,1
ID_5292,O=C(N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1)c1ccc(OC)cc1,1
ID_5294,O=C(N1CCC[C@@]2(CCN(Cc3cc[n]cc3)C2)C1)c1ccc(OC)cc1,1
ID_11181,O=C(N1CCC[C@@]2(CCN(Cc3cc[n]cc3)C2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_11223,O=C(N1CCC[C@@]2(CCN(Cc3cc[n]cc3)C2)C1)c1cc(F)ccc1,1
ID_11224,O=C(N1CCC[C@@]2(CCN(Cc3scc[n]3)C2)C1)c1cc(F)ccc1,1
ID_5295,O=C(N1CCC[C@@]2(CCN(Cc3scc[n]3)C2)C1)c1ccc(OC)cc1,1
ID_11182,O=C(N1CCC[C@@]2(CCN(Cc3scc[n]3)C2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_5296,O=C(N1CCC[C@@]2(CCN(C2)c2cc(c3ccccc3)ccc2)C1)c1ccc(OC)cc1,1
ID_11225,O=C(N1CCC[C@@]2(CCN(C2)c2cccc(c2)c2ccccc2)C1)c1cc(F)ccc1,1
ID_11226,O=C(N1CCC[C@@]2(CCN(C2)c2ccccc2)C1)c1cc(F)ccc1,1
ID_11227,O=C(N1CCC[C@@]2(CCN(C2)c2[n]cccc2)C1)c1cc(F)ccc1,1
ID_11183,O=C(N1CCC[C@@]2(CCN(C2)c2[n]cccc2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_5297,O=C(N1CCC[C@@]2(CCN(C2)c2[n]cccc2)C1)c1ccc(OC)cc1,1
ID_11184,O=C(N1CCC[C@@]2(CCN(C2)c2cc[n]cc2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_5298,O=C(N1CCC[C@@]2(CCN(C2)c2cc[n]cc2)C1)c1ccc(OC)cc1,1
ID_11228,O=C(N1CCC[C@@]2(CCN(C2)c2cc[n]cc2)C1)c1cc(F)ccc1,1
ID_11185,O=C(N1CCC[C@@]2(CCN(C2)c2[n]ccc[n]2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_5289,O=C(N1CCC[C@@]2(CCN(CC(C)C)C2)C1)c1ccc(OC)cc1,1
ID_1069,Fc1cc(C(=O)N2CCC[C@@]3(CCN(C3)C(=O)NC(C)C)C2)ccc1,0
ID_977,O=C(N1CCC[C@@]2(CCN(CC(C)C)C2)C1)c1cc(F)ccc1,1
ID_976,O=C(N1CCC[C@@]2(CCN(CC(C)C)C2)C1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1
ID_7625,O=C(N1CCN(C2C(NS(=O)(=O)c3ccccc3)c3c4c(cccc24)ccc3)CC1)c1ccc(C)cc1,1
ID_7949,O=C(c1ccccc1)N1C(C(C)C)N(S(=O)(=O)c2ccc(C)cc2)CC1,1
ID_7626,O=C(N1CCN(c2cc(=O)[nH][n]c2c2ccccc2)CC1)c1ccc(C)cc1,0
ID_1022,N#Cc1c([n]c(CC(C)C)c2c1CCC2)N1CCN(C(=O)c2ccccc2)CC1,0
ID_5460,O=C(N1CCN(c2cc(NCCc3ccc(c(c3)OC)OC)c(N(=O)=O)cc2)CC1)c1c(F)cccc1,1
